image_path,arm_type,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_415.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_416.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_417.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_418.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_419.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_420.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_421.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_422.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_423.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_424.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_425.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_426.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_427.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_428.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_429.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_430.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_431.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_432.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_433.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_434.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_435.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_436.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_437.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_438.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_439.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_440.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_441.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_442.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_443.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_444.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_445.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_446.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_447.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_448.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_449.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_450.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_451.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_452.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_453.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_454.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_455.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_456.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_457.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_458.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_459.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_460.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_461.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_462.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_463.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_464.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_465.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_466.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_467.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_468.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_469.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_470.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_471.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_472.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_473.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_474.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_475.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_476.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_477.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_478.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_479.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_480.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_481.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_482.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_483.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_484.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_485.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_486.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_487.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_488.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_489.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_490.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_491.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_492.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_493.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_494.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_495.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_496.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_497.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_498.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_499.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_500.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_501.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_502.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_503.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_504.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_505.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_506.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_507.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_508.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_509.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_510.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_511.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_512.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_513.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_514.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_515.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_516.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_517.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_518.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_519.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_520.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_521.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_522.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_523.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_524.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_525.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_526.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_527.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_528.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_529.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_530.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_531.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_532.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_001.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_002.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_003.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_004.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_005.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_006.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_007.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_008.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_009.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_010.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_011.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_012.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_013.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_014.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_015.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_016.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_017.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_018.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_019.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_020.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_021.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_022.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_023.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_024.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_025.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_026.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_027.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_028.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_029.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_030.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_031.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_032.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_033.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_034.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_035.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_036.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_037.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_038.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_039.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_040.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_041.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_042.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_043.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_044.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_045.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_046.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_047.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_048.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_049.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_050.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_051.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_052.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_053.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_054.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_055.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_056.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_057.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_058.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_059.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_060.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_061.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_062.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_063.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_064.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_065.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_066.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_067.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_068.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_069.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_070.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_071.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_072.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_073.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_074.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_075.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_076.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_077.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_078.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_079.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_080.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_081.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_082.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_083.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_084.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_085.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_086.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_087.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_088.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_089.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_090.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_091.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_092.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_093.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_094.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_095.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_096.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_097.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_098.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_099.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_100.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_101.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_102.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_103.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_104.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_105.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_106.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_107.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_108.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_109.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_110.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_111.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_112.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_113.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_114.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_115.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_116.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_117.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_118.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_119.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_120.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_121.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_122.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_123.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_124.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_125.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_126.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_127.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_128.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_129.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_130.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_131.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_132.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_133.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_134.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_135.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_136.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_137.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_138.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_139.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_140.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_141.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_142.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_143.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_144.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_145.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_146.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_147.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_148.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_149.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_150.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_151.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_152.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_153.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_154.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_155.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_156.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_157.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_158.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_159.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_160.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_161.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_162.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_163.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_164.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_165.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_166.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_167.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_168.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_169.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_170.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_171.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_172.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_173.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_174.jpg,right,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\right_illegal_175.jpg,right,illegal
